,鄉鎮,年度,月份,旬,平均值,
台南市,大內區,2013,11,1,88.6,84.3
台南市,大內區,2013,10,3,84.3,113
台南市,大內區,2013,10,2,113,113.22
台南市,大內區,2013,10,1,113.22,128.56
台南市,大內區,2013,9,3,128.56,132.78
台南市,大內區,2013,9,2,132.78,139.78
台南市,大內區,2013,9,1,139.78,151
台南市,大內區,2013,8,3,151,99999
台南市,大內區,2013,8,1,173,177.9
台南市,大內區,2013,7,3,177.9,155.6
台南市,大內區,2013,7,2,155.6,157.7
台南市,大內區,2013,7,1,157.7,132.7
台南市,大內區,2013,6,3,132.7,125.3
台南市,大內區,2013,6,2,125.3,99999
台南市,大內區,2013,5,3,103.2,99.6
台南市,大內區,2013,5,2,99.6,85.4
台南市,大內區,2013,5,1,85.4,64.3
台南市,大內區,2013,4,3,64.3,65
台南市,大內區,2013,4,2,65,49.1
台南市,大內區,2013,4,1,49.1,52.9
台南市,大內區,2013,3,3,52.9,41.4
台南市,大內區,2013,3,2,41.4,34.8
台南市,大內區,2013,3,1,34.8,35
台南市,大內區,2013,2,3,35,40.3
台南市,大內區,2013,2,2,40.3,17.9
台南市,大內區,2013,2,1,17.9,17.9
台南市,大內區,2013,1,3,17.9,13.7
台南市,大內區,2013,1,2,13.7,24.2
台南市,大內區,2013,1,1,24.2,99999
台南市,玉井區,2016,5,3,72.67,64.67
台南市,玉井區,2016,5,2,64.67,66
台南市,玉井區,2016,5,1,66,64.22
台南市,玉井區,2016,4,3,64.22,54
台南市,玉井區,2016,4,2,54,53
台南市,玉井區,2016,4,1,53,47.9
台南市,玉井區,2016,3,3,47.9,45.8
台南市,玉井區,2016,3,2,45.8,48.6
台南市,玉井區,2016,3,1,48.6,48
台南市,玉井區,2016,2,3,48,44.1
台南市,玉井區,2016,2,2,44.1,43.6
台南市,玉井區,2016,2,1,43.6,41.6
台南市,玉井區,2016,1,3,41.6,43.3
台南市,玉井區,2016,1,2,43.3,37.44444444
台南市,玉井區,2016,1,1,37.44444444,12.16666667
台南市,玉井區,2015,12,3,12.16666667,37.83333333
台南市,玉井區,2015,12,2,37.83333333,62.44444444
台南市,玉井區,2015,12,1,62.44444444,71.1
台南市,玉井區,2015,11,3,71.1,73.4
台南市,玉井區,2015,11,2,73.4,76.4
台南市,玉井區,2015,11,1,76.4,79.7
台南市,玉井區,2015,10,3,79.7,80.7
台南市,玉井區,2015,10,2,80.7,81.4
台南市,玉井區,2015,10,1,81.4,85.2
台南市,玉井區,2015,9,3,85.2,89.8
台南市,玉井區,2015,9,2,89.8,93.3
台南市,玉井區,2015,9,1,93.3,95.4
台南市,玉井區,2015,8,3,95.4,93.8
台南市,玉井區,2015,8,2,93.8,84.3
台南市,玉井區,2015,8,1,84.3,65.6
台南市,玉井區,2015,7,3,65.6,62.2
台南市,玉井區,2015,7,2,62.2,60.3
台南市,玉井區,2015,7,1,60.3,99999
台南市,玉井區,2015,6,2,51,53
台南市,玉井區,2015,6,1,53,50.1
台南市,玉井區,2015,5,3,50.1,50.1
台南市,玉井區,2015,5,2,50.1,44.1
台南市,玉井區,2015,5,1,44.1,46.4
台南市,玉井區,2015,4,3,46.4,50.3
台南市,玉井區,2015,4,2,50.3,50.6
台南市,玉井區,2015,4,1,50.6,42.1
台南市,玉井區,2015,3,3,42.1,37.3
台南市,玉井區,2015,3,2,37.3,43
台南市,玉井區,2015,3,1,43,43.4
台南市,玉井區,2015,2,3,43.4,37.9
台南市,玉井區,2015,2,2,37.9,40.3
台南市,玉井區,2015,2,1,40.3,38.7
台南市,玉井區,2015,1,3,38.7,36.6
台南市,玉井區,2015,1,2,36.6,36.8
台南市,玉井區,2015,1,1,36.8,52.2
台南市,玉井區,2014,12,3,52.2,0
台南市,玉井區,2014,12,2,0,0
台南市,玉井區,2014,12,1,0,0
台南市,玉井區,2014,11,3,0,60.6
台南市,玉井區,2014,11,2,60.6,66.7
台南市,玉井區,2014,11,1,66.7,66.7
台南市,玉井區,2014,10,3,66.7,69
台南市,玉井區,2014,10,2,69,75.4
台南市,玉井區,2014,10,1,75.4,87
台南市,玉井區,2014,9,3,87,97.9
台南市,玉井區,2014,9,2,97.9,106.1
台南市,玉井區,2014,9,1,106.1,118
台南市,玉井區,2014,8,3,118,0
台南市,玉井區,2014,8,2,0,94.3
台南市,玉井區,2014,8,1,94.3,92.4
台南市,玉井區,2014,7,3,92.4,87.7
台南市,玉井區,2014,7,2,87.7,65.9
台南市,玉井區,2014,7,1,65.9,55.3
台南市,玉井區,2014,6,3,55.3,53
台南市,玉井區,2014,6,2,53,51.7
台南市,玉井區,2014,6,1,51.7,0
台南市,玉井區,2014,5,3,0,44.56
台南市,玉井區,2014,5,2,44.56,43.89
台南市,玉井區,2014,5,1,43.89,42.67
台南市,玉井區,2014,4,3,42.67,43
台南市,玉井區,2014,4,2,43,39.89
台南市,玉井區,2014,4,1,39.89,39.11
台南市,玉井區,2014,3,3,39.11,36.11
台南市,玉井區,2014,3,2,36.11,36
台南市,玉井區,2014,3,1,36,34.9
台南市,玉井區,2014,2,3,34.9,33.8
台南市,玉井區,2014,2,2,33.8,31.1
台南市,玉井區,2014,2,1,31.1,30.8
台南市,玉井區,2014,1,3,30.8,32.6
台南市,玉井區,2014,1,2,32.6,32.4
台南市,玉井區,2014,1,1,32.4,35.1
台南市,玉井區,2013,12,3,35.1,13.8
台南市,玉井區,2013,12,2,13.8,6
台南市,玉井區,2013,12,1,6,37.8
台南市,玉井區,2013,11,3,37.8,40.1
台南市,玉井區,2013,11,2,40.1,40.6
台南市,玉井區,2013,11,1,40.6,41.4
台南市,玉井區,2013,10,3,41.4,43.22
台南市,玉井區,2013,10,2,43.22,47.78
台南市,玉井區,2013,10,1,47.78,68.44
台南市,玉井區,2013,9,3,68.44,80.22
台南市,玉井區,2013,9,2,80.22,90.56
台南市,玉井區,2013,9,1,90.56,74.44
台南市,玉井區,2013,8,3,74.44,99999
台南市,玉井區,2013,8,1,103.4,67.1
台南市,玉井區,2013,7,3,67.1,66.1
台南市,玉井區,2013,7,2,66.1,59
台南市,玉井區,2013,7,1,59,56.4
台南市,玉井區,2013,6,3,56.4,54.6
台南市,玉井區,2013,6,2,54.6,99999
台南市,玉井區,2013,5,3,49.7,44.3
台南市,玉井區,2013,5,2,44.3,44.3
台南市,玉井區,2013,5,1,44.3,43.1
台南市,玉井區,2013,4,3,43.1,42.6
台南市,玉井區,2013,4,2,42.6,44.1
台南市,玉井區,2013,4,1,44.1,34.1
台南市,玉井區,2013,3,3,34.1,34.6
台南市,玉井區,2013,3,2,34.6,34.2
台南市,玉井區,2013,3,1,34.2,34.1
台南市,玉井區,2013,2,3,34.1,33.3
台南市,玉井區,2013,2,2,33.3,32.1
台南市,玉井區,2013,2,1,32.1,33.6
台南市,玉井區,2013,1,3,33.6,34.7
台南市,玉井區,2013,1,2,34.7,34.6
台南市,玉井區,2013,1,1,34.6,99999
台南市,官田區,2016,5,3,30.17,29.67
台南市,官田區,2016,5,2,29.67,15.83
台南市,官田區,2016,5,1,15.83,19.17
台南市,官田區,2016,4,3,19.17,11.67
台南市,官田區,2016,4,2,11.67,12.5
台南市,官田區,2016,4,1,12.5,10.3
台南市,官田區,2016,3,3,10.3,11.2
台南市,官田區,2016,3,2,11.2,4.8
台南市,官田區,2016,3,1,4.8,3.3
台南市,官田區,2016,2,3,3.3,10.3
台南市,官田區,2016,2,2,10.3,0.3
台南市,官田區,2016,2,1,0.3,2
台南市,官田區,2016,1,3,2,2.5
台南市,官田區,2016,1,2,2.5,6.5
台南市,官田區,2016,1,1,6.5,27.44444444
台南市,官田區,2015,12,3,27.44444444,30.33333333
台南市,官田區,2015,12,2,30.33333333,41
台南市,官田區,2015,12,1,41,46.5
台南市,官田區,2015,11,3,46.5,37.7
台南市,官田區,2015,11,2,37.7,71.5
台南市,官田區,2015,11,1,71.5,53.2
台南市,官田區,2015,10,3,53.2,51.2
台南市,官田區,2015,10,2,51.2,130
台南市,官田區,2015,10,1,130,49.7
台南市,官田區,2015,9,3,49.7,61.7
台南市,官田區,2015,9,2,61.7,75.3
台南市,官田區,2015,9,1,75.3,94.3
台南市,官田區,2015,8,3,94.3,99999
台南市,官田區,2015,8,1,126.5,147
台南市,官田區,2015,7,3,147,109.7
台南市,官田區,2015,7,2,109.7,84.5
台南市,官田區,2015,7,1,84.5,99999
台南市,官田區,2015,6,2,87.5,73
台南市,官田區,2015,6,1,73,67
台南市,官田區,2015,5,3,67,46.5
台南市,官田區,2015,5,2,46.5,50.3
台南市,官田區,2015,5,1,50.3,32.8
台南市,官田區,2015,4,3,32.8,28.7
台南市,官田區,2015,4,2,28.7,28
台南市,官田區,2015,4,1,28,21.3
台南市,官田區,2015,3,3,21.3,30.7
台南市,官田區,2015,3,2,30.7,17.2
台南市,官田區,2015,3,1,17.2,12.8
台南市,官田區,2015,2,3,12.8,8.3
台南市,官田區,2015,2,2,8.3,5.2
台南市,官田區,2015,2,1,5.2,5.8
台南市,官田區,2015,1,3,5.8,43.7
台南市,官田區,2015,1,2,43.7,34.7
台南市,官田區,2015,1,1,34.7,6.5
台南市,官田區,2014,12,3,6.5,0
台南市,官田區,2014,12,2,0,0
台南市,官田區,2014,12,1,0,0
台南市,官田區,2014,11,3,0,24.8
台南市,官田區,2014,11,2,24.8,45.8
台南市,官田區,2014,11,1,45.8,37.3
台南市,官田區,2014,10,3,37.3,64.8
台南市,官田區,2014,10,2,64.8,195.3
台南市,官田區,2014,10,1,195.3,248
台南市,官田區,2014,9,3,248,443.3
台南市,官田區,2014,9,2,443.3,343.3
台南市,官田區,2014,9,1,343.3,338.2
台南市,官田區,2014,8,3,338.2,761.3333333
台南市,官田區,2014,8,2,761.3333333,1303.3
台南市,官田區,2014,8,1,1303.3,1610
台南市,官田區,2014,7,3,1610,2185
台南市,官田區,2014,7,2,2185,1265
台南市,官田區,2014,7,1,1265,1155.5
台南市,官田區,2014,6,3,1155.5,404.8
台南市,官田區,2014,6,2,404.8,376.8
台南市,官田區,2014,6,1,376.8,0
台南市,官田區,2014,5,3,0,24
台南市,官田區,2014,5,2,24,31.17
台南市,官田區,2014,5,1,31.17,30.83
台南市,官田區,2014,4,3,30.83,26.33
台南市,官田區,2014,4,2,26.33,12.17
台南市,官田區,2014,4,1,12.17,10.17
台南市,官田區,2014,3,3,10.17,4.67
台南市,官田區,2014,3,2,4.67,7.33
台南市,官田區,2014,3,1,7.33,6.3
台南市,官田區,2014,2,3,6.3,3.3
台南市,官田區,2014,2,2,3.3,7.8
台南市,官田區,2014,2,1,7.8,5.5
台南市,官田區,2014,1,3,5.5,13.7
台南市,官田區,2014,1,2,13.7,5.5
台南市,官田區,2014,1,1,5.5,7.7
台南市,官田區,2013,12,3,7.7,13.8
台南市,官田區,2013,12,2,13.8,14.8
台南市,官田區,2013,12,1,14.8,161.7
台南市,官田區,2013,11,3,161.7,162
台南市,官田區,2013,11,2,162,71.5
台南市,官田區,2013,11,1,71.5,31.2
台南市,官田區,2013,10,3,31.2,62.2
台南市,官田區,2013,10,2,62.2,92.33
台南市,官田區,2013,10,1,92.33,89.6
台南市,官田區,2013,9,3,89.6,85.17
台南市,官田區,2013,9,2,85.17,56.67
台南市,官田區,2013,9,1,56.67,445.83
台南市,官田區,2013,8,3,445.83,99999
台南市,官田區,2013,8,1,1050.3,958.3
台南市,官田區,2013,7,3,958.3,1648.3
台南市,官田區,2013,7,2,1648.3,990
台南市,官田區,2013,7,1,990,1298.7
台南市,官田區,2013,6,3,1298.7,349.2
台南市,官田區,2013,6,2,349.2,99999
台南市,官田區,2013,5,3,56,38.8
台南市,官田區,2013,5,2,38.8,39.8
台南市,官田區,2013,5,1,39.8,16.7
台南市,官田區,2013,4,3,16.7,10
台南市,官田區,2013,4,2,10,10
台南市,官田區,2013,4,1,10,9.2
台南市,官田區,2013,3,3,9.2,12
台南市,官田區,2013,3,2,12,7.8
台南市,官田區,2013,3,1,7.8,16.8
台南市,官田區,2013,2,3,16.8,99999
台南市,官田區,2013,2,1,9,9.5
台南市,官田區,2013,1,3,9.5,7
台南市,官田區,2013,1,2,7,11.8
台南市,官田區,2013,1,1,11.8,99999
台南市,東山區,2016,5,3,58.71,21
台南市,東山區,2016,5,2,21,10.43
台南市,東山區,2016,5,1,10.43,4.71
台南市,東山區,2016,4,3,4.71,3.14
台南市,東山區,2016,4,2,3.14,3
台南市,東山區,2016,4,1,3,1.9
台南市,東山區,2016,3,3,1.9,0.3
台南市,東山區,2016,3,2,0.3,2.9
台南市,東山區,2016,3,1,2.9,1.6
台南市,東山區,2016,2,3,1.6,1
台南市,東山區,2016,2,2,1,4.3
台南市,東山區,2016,2,1,4.3,10.7
台南市,東山區,2016,1,3,10.7,12.3
台南市,東山區,2016,1,2,12.3,5.857142857
台南市,東山區,2016,1,1,5.857142857,51.33333333
台南市,東山區,2015,12,3,51.33333333,51.22222222
台南市,東山區,2015,12,2,51.22222222,19.14285714
台南市,東山區,2015,12,1,19.14285714,14.1
台南市,東山區,2015,11,3,14.1,9
台南市,東山區,2015,11,2,9,27.7
台南市,東山區,2015,11,1,27.7,22.3
台南市,東山區,2015,10,3,22.3,116.3
台南市,東山區,2015,10,2,116.3,65.3
台南市,東山區,2015,10,1,65.3,61.4
台南市,東山區,2015,9,3,61.4,50.7
台南市,東山區,2015,9,2,50.7,16.3
台南市,東山區,2015,9,1,16.3,17.8
台南市,東山區,2015,8,3,17.8,25.1
台南市,東山區,2015,8,2,25.1,24
台南市,東山區,2015,8,1,24,23.6
台南市,東山區,2015,7,3,23.6,21.3
台南市,東山區,2015,7,2,21.3,18
台南市,東山區,2015,7,1,18,99999
台南市,東山區,2015,6,1,13.8,16.6
台南市,東山區,2015,5,3,16.6,14.9
台南市,東山區,2015,5,2,14.9,16.4
台南市,東山區,2015,5,1,16.4,15.6
台南市,東山區,2015,4,3,15.6,12
台南市,東山區,2015,4,2,12,13.8
台南市,東山區,2015,4,1,13.8,11.9
台南市,東山區,2015,3,3,11.9,14
台南市,東山區,2015,3,2,14,13
台南市,東山區,2015,3,1,13,15.5
台南市,東山區,2015,2,3,15.5,14.1
台南市,東山區,2015,2,2,14.1,11.9
台南市,東山區,2015,2,1,11.9,17
台南市,東山區,2015,1,3,17,99999
台南市,東山區,2014,12,3,20.5,99999
台南市,東山區,2014,12,1,0,0
台南市,東山區,2014,11,3,0,18.8
台南市,東山區,2014,11,2,18.8,99999
台南市,東山區,2014,10,3,19.8,99999
台南市,東山區,2014,10,1,16,99999
台南市,東山區,2014,9,1,14.4,14.9
台南市,東山區,2014,8,3,14.9,99999
台南市,東山區,2014,8,1,11.4,12.6
台南市,東山區,2014,7,3,12.6,9.6
台南市,東山區,2014,7,2,9.6,10.8
台南市,東山區,2014,7,1,10.8,11.4
台南市,東山區,2014,6,3,11.4,9.5
台南市,東山區,2014,6,2,9.5,11.1
台南市,東山區,2014,6,1,11.1,99999
台南市,東山區,2014,5,2,10.88,10.25
台南市,東山區,2014,5,1,10.25,10.38
台南市,東山區,2014,4,3,10.38,99999
台南市,東山區,2014,4,1,6.5,12.63
台南市,東山區,2014,3,3,12.63,99999
台南市,東山區,2014,2,3,2.9,2.8
台南市,東山區,2014,2,2,2.8,99999
台南市,東山區,2014,1,3,2.8,99999
台南市,東山區,2013,11,3,16.9,38
台南市,東山區,2013,11,2,38,20.5
台南市,東山區,2013,11,1,20.5,99999
台南市,東山區,2013,10,2,19,17.88
台南市,東山區,2013,10,1,17.88,16.5
台南市,東山區,2013,9,3,16.5,99999
台南市,東山區,2013,9,1,15.5,15.13
台南市,東山區,2013,8,3,15.13,99999
台南市,東山區,2013,7,2,14,13
台南市,東山區,2013,7,1,13,12
台南市,東山區,2013,5,3,12,99999
台南市,東山區,2013,5,1,10.9,10.1
台南市,東山區,2013,4,3,10.1,99999
台南市,東山區,2013,4,1,10.5,99999
台南市,東山區,2013,3,1,12.3,12.5
台南市,東山區,2013,2,3,12.5,11.4
台南市,東山區,2013,2,2,11.4,99999
台南市,東山區,2013,1,3,11.5,10.9
台南市,東山區,2013,1,2,10.9,10.8
台南市,東山區,2013,1,1,10.8,99999
台南市,南化區,2016,5,3,131.11,79.56
台南市,南化區,2016,5,2,79.56,59.89
台南市,南化區,2016,5,1,59.89,56.78
台南市,南化區,2016,4,3,56.78,69
台南市,南化區,2016,4,2,69,56.33
台南市,南化區,2016,4,1,56.33,26.4
台南市,南化區,2016,3,3,26.4,22.9
台南市,南化區,2016,3,2,22.9,24.1
台南市,南化區,2016,3,1,24.1,22.1
台南市,南化區,2016,2,3,22.1,12.3
台南市,南化區,2016,2,2,12.3,16.1
台南市,南化區,2016,2,1,16.1,20.2
台南市,南化區,2016,1,3,20.2,23.7
台南市,南化區,2016,1,2,23.7,29.55555556
台南市,南化區,2016,1,1,29.55555556,38.66666667
台南市,南化區,2015,12,3,38.66666667,43.55555556
台南市,南化區,2015,12,2,43.55555556,34.88888889
台南市,南化區,2015,12,1,34.88888889,41.6
台南市,南化區,2015,11,3,41.6,48.2
台南市,南化區,2015,11,2,48.2,49.6
台南市,南化區,2015,11,1,49.6,52.9
台南市,南化區,2015,10,3,52.9,55.8
台南市,南化區,2015,10,2,55.8,61.8
台南市,南化區,2015,10,1,61.8,74
台南市,南化區,2015,9,3,74,88.2
台南市,南化區,2015,9,2,88.2,92.8
台南市,南化區,2015,9,1,92.8,106.2
台南市,南化區,2015,8,3,106.2,131.4
台南市,南化區,2015,8,2,131.4,144.7
台南市,南化區,2015,8,1,144.7,143.8
台南市,南化區,2015,7,3,143.8,131.2
台南市,南化區,2015,7,2,131.2,99999
台南市,南化區,2015,6,2,102.3,86.6
台南市,南化區,2015,6,1,86.6,61.2
台南市,南化區,2015,5,3,61.2,81.1
台南市,南化區,2015,5,2,81.1,70.6
台南市,南化區,2015,5,1,70.6,56.1
台南市,南化區,2015,4,3,56.1,42.8
台南市,南化區,2015,4,2,42.8,41.4
台南市,南化區,2015,4,1,41.4,43.8
台南市,南化區,2015,3,3,43.8,54
台南市,南化區,2015,3,2,54,42.2
台南市,南化區,2015,3,1,42.2,41.2
台南市,南化區,2015,2,3,41.2,32.3
台南市,南化區,2015,2,2,32.3,32.3
台南市,南化區,2015,2,1,32.3,30.3
台南市,南化區,2015,1,3,30.3,27.7
台南市,南化區,2015,1,2,27.7,31.6
台南市,南化區,2015,1,1,31.6,35.4
台南市,南化區,2014,12,3,35.4,0
台南市,南化區,2014,12,2,0,0
台南市,南化區,2014,12,1,0,0
台南市,南化區,2014,11,3,0,63.1
台南市,南化區,2014,11,2,63.1,68.2
台南市,南化區,2014,11,1,68.2,85.9
台南市,南化區,2014,10,3,85.9,87.8
台南市,南化區,2014,10,2,87.8,86.6
台南市,南化區,2014,10,1,86.6,77.8
台南市,南化區,2014,9,3,77.8,85.6
台南市,南化區,2014,9,2,85.6,88.3
台南市,南化區,2014,9,1,88.3,104.6
台南市,南化區,2014,8,3,104.6,113
台南市,南化區,2014,8,2,113,114
台南市,南化區,2014,8,1,114,112.2
台南市,南化區,2014,7,3,112.2,100.2
台南市,南化區,2014,7,2,100.2,92.3
台南市,南化區,2014,7,1,92.3,73.4
台南市,南化區,2014,6,3,73.4,67
台南市,南化區,2014,6,2,67,51.8
台南市,南化區,2014,6,1,51.8,0
台南市,南化區,2014,5,3,0,37.33
台南市,南化區,2014,5,2,37.33,36.22
台南市,南化區,2014,5,1,36.22,39.44
台南市,南化區,2014,4,3,39.44,39
台南市,南化區,2014,4,2,39,29.78
台南市,南化區,2014,4,1,29.78,23.44
台南市,南化區,2014,3,3,23.44,20.11
台南市,南化區,2014,3,2,20.11,19.44
台南市,南化區,2014,3,1,19.44,12.1
台南市,南化區,2014,2,3,12.1,11.9
台南市,南化區,2014,2,2,11.9,11.4
台南市,南化區,2014,2,1,11.4,7.9
台南市,南化區,2014,1,3,7.9,8.9
台南市,南化區,2014,1,2,8.9,14.3
台南市,南化區,2014,1,1,14.3,26.2
台南市,南化區,2013,12,3,26.2,30.6
台南市,南化區,2013,12,2,30.6,31.4
台南市,南化區,2013,12,1,31.4,34
台南市,南化區,2013,11,3,34,39
台南市,南化區,2013,11,2,39,34.8
台南市,南化區,2013,11,1,34.8,38.7
台南市,南化區,2013,10,3,38.7,39.67
台南市,南化區,2013,10,2,39.67,45.44
台南市,南化區,2013,10,1,45.44,39.56
台南市,南化區,2013,9,3,39.56,99999
台南市,南化區,2013,9,1,44.22,50.22
台南市,南化區,2013,8,3,50.22,99999
台南市,南化區,2013,8,1,58.1,46.2
台南市,南化區,2013,7,3,46.2,43.3
台南市,南化區,2013,7,2,43.3,43.4
台南市,南化區,2013,7,1,43.4,47.2
台南市,南化區,2013,6,3,47.2,33.6
台南市,南化區,2013,6,2,33.6,99999
台南市,南化區,2013,5,3,27.9,26.1
台南市,南化區,2013,5,2,26.1,26.6
台南市,南化區,2013,5,1,26.6,25.4
台南市,南化區,2013,4,3,25.4,22.8
台南市,南化區,2013,4,2,22.8,23.2
台南市,南化區,2013,4,1,23.2,29
台南市,南化區,2013,3,3,29,26.6
台南市,南化區,2013,3,2,26.6,24.6
台南市,南化區,2013,3,1,24.6,26.2
台南市,南化區,2013,2,3,26.2,22.9
台南市,南化區,2013,2,2,22.9,21.4
台南市,南化區,2013,2,1,21.4,22.9
台南市,南化區,2013,1,3,22.9,24.1
台南市,南化區,2013,1,2,24.1,25.4
台南市,南化區,2013,1,1,25.4,99999
宜蘭縣,冬山鄉,2016,5,3,8.67,14.33
宜蘭縣,冬山鄉,2016,5,2,14.33,8.11
宜蘭縣,冬山鄉,2016,5,1,8.11,3.89
宜蘭縣,冬山鄉,2016,4,3,3.89,1
宜蘭縣,冬山鄉,2016,4,2,1,0.22
宜蘭縣,冬山鄉,2016,4,1,0.22,0.4
宜蘭縣,冬山鄉,2016,3,3,0.4,0.9
宜蘭縣,冬山鄉,2016,3,2,0.9,0.6
宜蘭縣,冬山鄉,2016,3,1,0.6,0.3
宜蘭縣,冬山鄉,2016,2,3,0.3,2.8
宜蘭縣,冬山鄉,2016,2,2,2.8,0.1
宜蘭縣,冬山鄉,2016,2,1,0.1,0.3
宜蘭縣,冬山鄉,2016,1,3,0.3,0.8
宜蘭縣,冬山鄉,2016,1,2,0.8,2.444444444
宜蘭縣,冬山鄉,2016,1,1,2.444444444,2.666666667
宜蘭縣,冬山鄉,2015,12,3,2.666666667,3.111111111
宜蘭縣,冬山鄉,2015,12,2,3.111111111,1.333333333
宜蘭縣,冬山鄉,2015,12,1,1.333333333,4.3
宜蘭縣,冬山鄉,2015,11,3,4.3,9.9
宜蘭縣,冬山鄉,2015,11,2,9.9,15.9
宜蘭縣,冬山鄉,2015,11,1,15.9,9.8
宜蘭縣,冬山鄉,2015,10,3,9.8,13.2
宜蘭縣,冬山鄉,2015,10,2,13.2,57.1
宜蘭縣,冬山鄉,2015,10,1,57.1,56.1
宜蘭縣,冬山鄉,2015,9,3,56.1,57.8
宜蘭縣,冬山鄉,2015,9,2,57.8,40.8
宜蘭縣,冬山鄉,2015,9,1,40.8,65.3
宜蘭縣,冬山鄉,2015,8,3,65.3,76.2
宜蘭縣,冬山鄉,2015,8,2,76.2,74.3
宜蘭縣,冬山鄉,2015,8,1,74.3,45.4
宜蘭縣,冬山鄉,2015,7,3,45.4,3.6
宜蘭縣,冬山鄉,2015,7,2,3.6,3.4
宜蘭縣,冬山鄉,2015,7,1,3.4,99999
宜蘭縣,冬山鄉,2015,6,2,6.6,11.9
宜蘭縣,冬山鄉,2015,6,1,11.9,8.8
宜蘭縣,冬山鄉,2015,5,3,8.8,11.7
宜蘭縣,冬山鄉,2015,5,2,11.7,12.7
宜蘭縣,冬山鄉,2015,5,1,12.7,13.2
宜蘭縣,冬山鄉,2015,4,3,13.2,2.2
宜蘭縣,冬山鄉,2015,4,2,2.2,1.9
宜蘭縣,冬山鄉,2015,4,1,1.9,2.9
宜蘭縣,冬山鄉,2015,3,3,2.9,0.2
宜蘭縣,冬山鄉,2015,3,2,0.2,2
宜蘭縣,冬山鄉,2015,3,1,2,2.9
宜蘭縣,冬山鄉,2015,2,3,2.9,0.3
宜蘭縣,冬山鄉,2015,2,2,0.3,0.9
宜蘭縣,冬山鄉,2015,2,1,0.9,0.8
宜蘭縣,冬山鄉,2015,1,3,0.8,6.4
宜蘭縣,冬山鄉,2015,1,2,6.4,8.7
宜蘭縣,冬山鄉,2015,1,1,8.7,6.6
宜蘭縣,冬山鄉,2014,12,3,6.6,0
宜蘭縣,冬山鄉,2014,12,2,0,0
宜蘭縣,冬山鄉,2014,12,1,0,0
宜蘭縣,冬山鄉,2014,11,3,0,27
宜蘭縣,冬山鄉,2014,11,2,27,26.3
宜蘭縣,冬山鄉,2014,11,1,26.3,37.2
宜蘭縣,冬山鄉,2014,10,3,37.2,51.4
宜蘭縣,冬山鄉,2014,10,2,51.4,32.8
宜蘭縣,冬山鄉,2014,10,1,32.8,25.1
宜蘭縣,冬山鄉,2014,9,3,25.1,27.1
宜蘭縣,冬山鄉,2014,9,2,27.1,42.2
宜蘭縣,冬山鄉,2014,9,1,42.2,79.1
宜蘭縣,冬山鄉,2014,8,3,79.1,108.1
宜蘭縣,冬山鄉,2014,8,2,108.1,85.2
宜蘭縣,冬山鄉,2014,8,1,85.2,49.2
宜蘭縣,冬山鄉,2014,7,3,49.2,22.8
宜蘭縣,冬山鄉,2014,7,2,22.8,6.9
宜蘭縣,冬山鄉,2014,7,1,6.9,2.1
宜蘭縣,冬山鄉,2014,6,3,2.1,3.7
宜蘭縣,冬山鄉,2014,6,2,3.7,5
宜蘭縣,冬山鄉,2014,6,1,5,0
宜蘭縣,冬山鄉,2014,5,3,0,14.78
宜蘭縣,冬山鄉,2014,5,2,14.78,10.89
宜蘭縣,冬山鄉,2014,5,1,10.89,6.22
宜蘭縣,冬山鄉,2014,4,3,6.22,4.56
宜蘭縣,冬山鄉,2014,4,2,4.56,2.44
